Código,Reservatorio,Cota,Capacidade,Volume,VolumePercentual,DataInformacao
12172,EPITÁCIO PESSOA,,"411,69","213,417","51,84%",29/04/2013
12172,EPITÁCIO PESSOA,,"411,69","213,417","51,84%",28/04/2013
12172,EPITÁCIO PESSOA,,"411,69","213,673","51,90%",27/04/2013
12172,EPITÁCIO PESSOA,,"411,69","213,928","51,96%",26/04/2013
12172,EPITÁCIO PESSOA,,"411,69","213,928","51,96%",25/04/2013
12172,EPITÁCIO PESSOA,,"411,69","213,673","51,90%",24/04/2013
12172,EPITÁCIO PESSOA,,"411,69","213,928","51,96%",23/04/2013
12172,EPITÁCIO PESSOA,,"411,69","213,928","51,96%",22/04/2013
12172,EPITÁCIO PESSOA,,"411,69","214,184","52,03%",21/04/2013
12172,EPITÁCIO PESSOA,,"411,69","214,44","52,09%",20/04/2013
12172,EPITÁCIO PESSOA,,"411,69","214,184","52,03%",19/04/2013
12172,EPITÁCIO PESSOA,,"411,69","214,44","52,09%",18/04/2013
12172,EPITÁCIO PESSOA,,"411,69","214,696","52,15%",17/04/2013
12172,EPITÁCIO PESSOA,,"411,69","215,207","52,27%",16/04/2013
12172,EPITÁCIO PESSOA,,"411,69","215,463","52,34%",15/04/2013
12172,EPITÁCIO PESSOA,,"411,69","215,719","52,40%",14/04/2013
12172,EPITÁCIO PESSOA,,"411,69","215,975","52,46%",13/04/2013
12172,EPITÁCIO PESSOA,,"411,69","216,486","52,58%",12/04/2013
12172,EPITÁCIO PESSOA,,"411,69","216,742","52,65%",11/04/2013
12172,EPITÁCIO PESSOA,,"411,69","216,998","52,71%",10/04/2013
12172,EPITÁCIO PESSOA,,"411,69","217,254","52,77%",09/04/2013
12172,EPITÁCIO PESSOA,,"411,69","217,51","52,83%",08/04/2013
12172,EPITÁCIO PESSOA,,"411,69","217,254","52,77%",07/04/2013
12172,EPITÁCIO PESSOA,,"411,69","217,51","52,83%",06/04/2013
12172,EPITÁCIO PESSOA,,"411,69","218,046","52,96%",05/04/2013
12172,EPITÁCIO PESSOA,,"411,69","218,326","53,03%",04/04/2013
12172,EPITÁCIO PESSOA,,"411,69","218,887","53,17%",03/04/2013
12172,EPITÁCIO PESSOA,,"411,69","219,167","53,24%",02/04/2013
12172,EPITÁCIO PESSOA,,"411,69","219,447","53,30%",01/04/2013
12172,EPITÁCIO PESSOA,"372,08","411,69","220,0078382","53,44%",31/03/2013
12172,EPITÁCIO PESSOA,,"411,69","220,568","53,58%",30/03/2013
12172,EPITÁCIO PESSOA,,"411,69","220,849","53,64%",29/03/2013
12172,EPITÁCIO PESSOA,,"411,69","221,129","53,71%",28/03/2013
12172,EPITÁCIO PESSOA,,"411,69","221,69","53,85%",27/03/2013
12172,EPITÁCIO PESSOA,,"411,69","221,97","53,92%",26/03/2013
12172,EPITÁCIO PESSOA,,"411,69","222,25","53,98%",25/03/2013
12172,EPITÁCIO PESSOA,,"411,69","222,531","54,05%",24/03/2013
12172,EPITÁCIO PESSOA,,"411,69","223,091","54,19%",23/03/2013
12172,EPITÁCIO PESSOA,,"411,69","223,372","54,26%",22/03/2013
12172,EPITÁCIO PESSOA,,"411,69","223,652","54,33%",21/03/2013
12172,EPITÁCIO PESSOA,,"411,69","223,932","54,39%",20/03/2013
12172,EPITÁCIO PESSOA,,"411,69","224,212","54,46%",19/03/2013
12172,EPITÁCIO PESSOA,,"411,69","223,372","54,26%",18/03/2013
12172,EPITÁCIO PESSOA,,"411,69","223,372","54,26%",17/03/2013
12172,EPITÁCIO PESSOA,,"411,69","223,932","54,39%",16/03/2013
12172,EPITÁCIO PESSOA,,"411,69","224,212","54,46%",15/03/2013
12172,EPITÁCIO PESSOA,,"411,69","224,493","54,53%",14/03/2013
12172,EPITÁCIO PESSOA,,"411,69","225,053","54,67%",13/03/2013
12172,EPITÁCIO PESSOA,,"411,69","225,334","54,73%",12/03/2013
12172,EPITÁCIO PESSOA,,"411,69","225,614","54,80%",11/03/2013
12172,EPITÁCIO PESSOA,,"411,69","225,894","54,87%",10/03/2013
12172,EPITÁCIO PESSOA,,"411,69","226,175","54,94%",09/03/2013
12172,EPITÁCIO PESSOA,,"411,69","226,455","55,01%",08/03/2013
12172,EPITÁCIO PESSOA,,"411,69","227,015","55,14%",07/03/2013
12172,EPITÁCIO PESSOA,,"411,69","227,296","55,21%",06/03/2013
12172,EPITÁCIO PESSOA,,"411,69","227,576","55,28%",05/03/2013
12172,EPITÁCIO PESSOA,,"411,69","227,856","55,35%",04/03/2013
12172,EPITÁCIO PESSOA,,"411,69","228,137","55,41%",03/03/2013
12172,EPITÁCIO PESSOA,,"411,69","228,697","55,55%",02/03/2013
12172,EPITÁCIO PESSOA,,"411,69","229,258","55,69%",01/03/2013
12172,EPITÁCIO PESSOA,"372,42","411,69","229,5382558","55,76%",28/02/2013
12172,EPITÁCIO PESSOA,,"411,69","229,819","55,82%",27/02/2013
12172,EPITÁCIO PESSOA,,"411,69","230,379","55,96%",26/02/2013
12172,EPITÁCIO PESSOA,,"411,69","230,659","56,03%",25/02/2013
12172,EPITÁCIO PESSOA,,"411,69","231,22","56,16%",24/02/2013
12172,EPITÁCIO PESSOA,,"411,69","231,5","56,23%",23/02/2013
12172,EPITÁCIO PESSOA,,"411,69","231,781","56,30%",22/02/2013
12172,EPITÁCIO PESSOA,,"411,69","232,061","56,37%",21/02/2013
12172,EPITÁCIO PESSOA,,"411,69","232,341","56,44%",20/02/2013
12172,EPITÁCIO PESSOA,,"411,69","232,902","56,57%",19/02/2013
12172,EPITÁCIO PESSOA,,"411,69","233,182","56,64%",18/02/2013
12172,EPITÁCIO PESSOA,,"411,69","233,743","56,78%",17/02/2013
12172,EPITÁCIO PESSOA,,"411,69","234,023","56,84%",16/02/2013
12172,EPITÁCIO PESSOA,,"411,69","234,303","56,91%",15/02/2013
12172,EPITÁCIO PESSOA,,"411,69","234,584","56,98%",14/02/2013
12172,EPITÁCIO PESSOA,,"411,69","234,864","57,05%",13/02/2013
12172,EPITÁCIO PESSOA,,"411,69","235,425","57,19%",12/02/2013
12172,EPITÁCIO PESSOA,,"411,69","235,705","57,25%",11/02/2013
12172,EPITÁCIO PESSOA,,"411,69","235,985","57,32%",10/02/2013
12172,EPITÁCIO PESSOA,,"411,69","236,546","57,46%",09/02/2013
12172,EPITÁCIO PESSOA,,"411,69","236,826","57,53%",08/02/2013
12172,EPITÁCIO PESSOA,,"411,69","237,387","57,66%",07/02/2013
12172,EPITÁCIO PESSOA,,"411,69","237,667","57,73%",06/02/2013
12172,EPITÁCIO PESSOA,,"411,69","238,228","57,87%",05/02/2013
12172,EPITÁCIO PESSOA,,"411,69","238,788","58,00%",04/02/2013
12172,EPITÁCIO PESSOA,,"411,69","239,069","58,07%",03/02/2013
12172,EPITÁCIO PESSOA,,"411,69","239,349","58,14%",02/02/2013
12172,EPITÁCIO PESSOA,,"411,69","239,629","58,21%",01/02/2013
12172,EPITÁCIO PESSOA,"372,8","411,69","240,189899","58,34%",31/01/2013
12172,EPITÁCIO PESSOA,,"411,69","240,47","58,41%",30/01/2013
12172,EPITÁCIO PESSOA,,"411,69","241,031","58,55%",29/01/2013
12172,EPITÁCIO PESSOA,,"411,69","241,311","58,61%",28/01/2013
12172,EPITÁCIO PESSOA,,"411,69","241,872","58,75%",27/01/2013
12172,EPITÁCIO PESSOA,,"411,69","242,152","58,82%",26/01/2013
12172,EPITÁCIO PESSOA,,"411,69","242,432","58,89%",25/01/2013
12172,EPITÁCIO PESSOA,,"411,69","242,993","59,02%",24/01/2013
12172,EPITÁCIO PESSOA,,"411,69","243,554","59,16%",23/01/2013
12172,EPITÁCIO PESSOA,,"411,69","243,834","59,23%",22/01/2013
12172,EPITÁCIO PESSOA,,"411,69","244,114","59,30%",21/01/2013
12172,EPITÁCIO PESSOA,,"411,69","244,394","59,36%",20/01/2013
12172,EPITÁCIO PESSOA,,"411,69","244,675","59,43%",19/01/2013
12172,EPITÁCIO PESSOA,,"411,69","244,955","59,50%",18/01/2013
12172,EPITÁCIO PESSOA,,"411,69","245,516","59,64%",17/01/2013
12172,EPITÁCIO PESSOA,,"411,69","245,796","59,70%",16/01/2013
12172,EPITÁCIO PESSOA,,"411,69","246,403","59,85%",15/01/2013
12172,EPITÁCIO PESSOA,,"411,69","246,706","59,93%",14/01/2013
12172,EPITÁCIO PESSOA,,"411,69","247,009","60,00%",13/01/2013
12172,EPITÁCIO PESSOA,,"411,69","247,313","60,07%",12/01/2013
12172,EPITÁCIO PESSOA,,"411,69","247,616","60,15%",11/01/2013
12172,EPITÁCIO PESSOA,,"411,69","247,919","60,22%",10/01/2013
12172,EPITÁCIO PESSOA,,"411,69","248,223","60,29%",09/01/2013
12172,EPITÁCIO PESSOA,,"411,69","248,526","60,37%",08/01/2013
12172,EPITÁCIO PESSOA,,"411,69","249,133","60,51%",07/01/2013
12172,EPITÁCIO PESSOA,,"411,69","249,436","60,59%",06/01/2013
12172,EPITÁCIO PESSOA,,"411,69","250,043","60,74%",05/01/2013
12172,EPITÁCIO PESSOA,,"411,69","250,346","60,81%",04/01/2013
12172,EPITÁCIO PESSOA,,"411,69","250,65","60,88%",03/01/2013
12172,EPITÁCIO PESSOA,,"411,69","251,256","61,03%",02/01/2013
12172,EPITÁCIO PESSOA,,"411,69","251,56","61,10%",01/01/2013
12172,EPITÁCIO PESSOA,"373,2","411,69","251,8629954","61,18%",31/12/2012
12172,EPITÁCIO PESSOA,,"411,69","252,166","61,25%",30/12/2012
12172,EPITÁCIO PESSOA,,"411,69","252,773","61,40%",29/12/2012
12172,EPITÁCIO PESSOA,,"411,69","253,076","61,47%",28/12/2012
12172,EPITÁCIO PESSOA,,"411,69","253,38","61,55%",27/12/2012
12172,EPITÁCIO PESSOA,,"411,69","253,986","61,69%",26/12/2012
12172,EPITÁCIO PESSOA,,"411,69","254,29","61,77%",25/12/2012
12172,EPITÁCIO PESSOA,,"411,69","254,593","61,84%",24/12/2012
12172,EPITÁCIO PESSOA,,"411,69","255,2","61,99%",23/12/2012
12172,EPITÁCIO PESSOA,,"411,69","255,503","62,06%",22/12/2012
12172,EPITÁCIO PESSOA,,"411,69","255,807","62,14%",21/12/2012
12172,EPITÁCIO PESSOA,,"411,69","256,11","62,21%",20/12/2012
12172,EPITÁCIO PESSOA,,"411,69","256,717","62,36%",19/12/2012
12172,EPITÁCIO PESSOA,,"411,69","257,02","62,43%",18/12/2012
12172,EPITÁCIO PESSOA,,"411,69","257,323","62,50%",17/12/2012
12172,EPITÁCIO PESSOA,,"411,69","257,627","62,58%",16/12/2012
12172,EPITÁCIO PESSOA,,"411,69","257,93","62,65%",15/12/2012
12172,EPITÁCIO PESSOA,,"411,69","258,537","62,80%",14/12/2012
12172,EPITÁCIO PESSOA,,"411,69","258,84","62,87%",13/12/2012
12172,EPITÁCIO PESSOA,,"411,69","259,143","62,95%",12/12/2012
12172,EPITÁCIO PESSOA,,"411,69","259,75","63,09%",11/12/2012
12172,EPITÁCIO PESSOA,,"411,69","260,053","63,17%",10/12/2012
12172,EPITÁCIO PESSOA,,"411,69","260,357","63,24%",09/12/2012
12172,EPITÁCIO PESSOA,,"411,69","260,66","63,31%",08/12/2012
12172,EPITÁCIO PESSOA,,"411,69","261,267","63,46%",07/12/2012
12172,EPITÁCIO PESSOA,,"411,69","261,57","63,54%",06/12/2012
12172,EPITÁCIO PESSOA,,"411,69","261,873","63,61%",05/12/2012
12172,EPITÁCIO PESSOA,,"411,69","262,177","63,68%",04/12/2012
12172,EPITÁCIO PESSOA,,"411,69","262,784","63,83%",03/12/2012
12172,EPITÁCIO PESSOA,,"411,69","263,087","63,90%",02/12/2012
12172,EPITÁCIO PESSOA,,"411,69","263,39","63,98%",01/12/2012
12172,EPITÁCIO PESSOA,"373,59","411,69","263,6935838","64,05%",30/11/2012
12172,EPITÁCIO PESSOA,,"411,69","264,3","64,20%",29/11/2012
12172,EPITÁCIO PESSOA,,"411,69","264,604","64,27%",28/11/2012
12172,EPITÁCIO PESSOA,,"411,69","265,21","64,42%",27/11/2012
12172,EPITÁCIO PESSOA,,"411,69","265,817","64,57%",26/11/2012
12172,EPITÁCIO PESSOA,,"411,69","266,12","64,64%",25/11/2012
12172,EPITÁCIO PESSOA,,"411,69","266,424","64,71%",24/11/2012
12172,EPITÁCIO PESSOA,,"411,69","266,727","64,79%",23/11/2012
12172,EPITÁCIO PESSOA,,"411,69","267,03","64,86%",22/11/2012
12172,EPITÁCIO PESSOA,,"411,69","267,334","64,94%",21/11/2012
12172,EPITÁCIO PESSOA,,"411,69","267,637","65,01%",20/11/2012
12172,EPITÁCIO PESSOA,,"411,69","267,94","65,08%",19/11/2012
12172,EPITÁCIO PESSOA,,"411,69","268,244","65,16%",18/11/2012
12172,EPITÁCIO PESSOA,,"411,69","268,851","65,30%",17/11/2012
12172,EPITÁCIO PESSOA,,"411,69","269,154","65,38%",16/11/2012
12172,EPITÁCIO PESSOA,,"411,69","269,457","65,45%",15/11/2012
12172,EPITÁCIO PESSOA,,"411,69","270,064","65,60%",14/11/2012
12172,EPITÁCIO PESSOA,,"411,69","270,367","65,67%",13/11/2012
12172,EPITÁCIO PESSOA,,"411,69","270,671","65,75%",12/11/2012
12172,EPITÁCIO PESSOA,,"411,69","271,277","65,89%",11/11/2012
12172,EPITÁCIO PESSOA,,"411,69","271,581","65,97%",10/11/2012
12172,EPITÁCIO PESSOA,,"411,69","271,884","66,04%",09/11/2012
12172,EPITÁCIO PESSOA,,"411,69","272,491","66,19%",08/11/2012
12172,EPITÁCIO PESSOA,,"411,69","272,794","66,26%",07/11/2012
12172,EPITÁCIO PESSOA,,"411,69","273,704","66,48%",06/11/2012
12172,EPITÁCIO PESSOA,,"411,69","274,311","66,63%",05/11/2012
12172,EPITÁCIO PESSOA,,"411,69","274,917","66,78%",04/11/2012
12172,EPITÁCIO PESSOA,,"411,69","275,221","66,85%",03/11/2012
12172,EPITÁCIO PESSOA,,"411,69","275,524","66,93%",02/11/2012
12172,EPITÁCIO PESSOA,,"411,69","276,131","67,07%",01/11/2012
12172,EPITÁCIO PESSOA,"374,02","411,69","276,7779729","67,23%",31/10/2012
12172,EPITÁCIO PESSOA,,"411,69","277,425","67,39%",30/10/2012
12172,EPITÁCIO PESSOA,,"411,69","277,749","67,47%",29/10/2012
12172,EPITÁCIO PESSOA,,"411,69","278,072","67,54%",28/10/2012
12172,EPITÁCIO PESSOA,,"411,69","278,396","67,62%",27/10/2012
12172,EPITÁCIO PESSOA,,"411,69","278,719","67,70%",26/10/2012
12172,EPITÁCIO PESSOA,,"411,69","279,043","67,78%",25/10/2012
12172,EPITÁCIO PESSOA,,"411,69","279,366","67,86%",24/10/2012
12172,EPITÁCIO PESSOA,,"411,69","279,69","67,94%",23/10/2012
12172,EPITÁCIO PESSOA,,"411,69","280,013","68,02%",22/10/2012
12172,EPITÁCIO PESSOA,,"411,69","280,661","68,17%",21/10/2012
12172,EPITÁCIO PESSOA,,"411,69","280,984","68,25%",20/10/2012
12172,EPITÁCIO PESSOA,,"411,69","281,308","68,33%",19/10/2012
12172,EPITÁCIO PESSOA,,"411,69","281,631","68,41%",18/10/2012
12172,EPITÁCIO PESSOA,,"411,69","282,278","68,57%",17/10/2012
12172,EPITÁCIO PESSOA,,"411,69","282,602","68,64%",16/10/2012
12172,EPITÁCIO PESSOA,,"411,69","282,925","68,72%",15/10/2012
12172,EPITÁCIO PESSOA,,"411,69","283,249","68,80%",14/10/2012
12172,EPITÁCIO PESSOA,,"411,69","283,573","68,88%",13/10/2012
12172,EPITÁCIO PESSOA,,"411,69","283,896","68,96%",12/10/2012
12172,EPITÁCIO PESSOA,,"411,69","284,22","69,04%",11/10/2012
12172,EPITÁCIO PESSOA,,"411,69","284,543","69,12%",10/10/2012
12172,EPITÁCIO PESSOA,,"411,69","285,19","69,27%",09/10/2012
12172,EPITÁCIO PESSOA,,"411,69","285,514","69,35%",08/10/2012
12172,EPITÁCIO PESSOA,,"411,69","285,837","69,43%",07/10/2012
12172,EPITÁCIO PESSOA,,"411,69","286,485","69,59%",06/10/2012
12172,EPITÁCIO PESSOA,,"411,69","286,808","69,67%",05/10/2012
12172,EPITÁCIO PESSOA,,"411,69","287,132","69,74%",04/10/2012
12172,EPITÁCIO PESSOA,,"411,69","287,455","69,82%",03/10/2012
12172,EPITÁCIO PESSOA,,"411,69","287,779","69,90%",02/10/2012
12172,EPITÁCIO PESSOA,,"411,69","288,102","69,98%",01/10/2012
12172,EPITÁCIO PESSOA,"374,39","411,69","288,7493951","70,14%",30/09/2012
12172,EPITÁCIO PESSOA,,"411,69","289,073","70,22%",29/09/2012
12172,EPITÁCIO PESSOA,,"411,69","289,396","70,29%",28/09/2012
12172,EPITÁCIO PESSOA,,"411,69","289,72","70,37%",27/09/2012
12172,EPITÁCIO PESSOA,,"411,69","290,044","70,45%",26/09/2012
12172,EPITÁCIO PESSOA,,"411,69","290,367","70,53%",25/09/2012
12172,EPITÁCIO PESSOA,,"411,69","290,691","70,61%",24/09/2012
12172,EPITÁCIO PESSOA,,"411,69","291,014","70,69%",23/09/2012
12172,EPITÁCIO PESSOA,,"411,69","291,661","70,84%",22/09/2012
12172,EPITÁCIO PESSOA,,"411,69","291,985","70,92%",21/09/2012
12172,EPITÁCIO PESSOA,,"411,69","292,308","71,00%",20/09/2012
12172,EPITÁCIO PESSOA,,"411,69","292,632","71,08%",19/09/2012
12172,EPITÁCIO PESSOA,,"411,69","292,956","71,16%",18/09/2012
12172,EPITÁCIO PESSOA,,"411,69","293,279","71,24%",17/09/2012
12172,EPITÁCIO PESSOA,,"411,69","293,603","71,32%",16/09/2012
12172,EPITÁCIO PESSOA,,"411,69","293,926","71,39%",15/09/2012
12172,EPITÁCIO PESSOA,,"411,69","294,25","71,47%",14/09/2012
12172,EPITÁCIO PESSOA,,"411,69","294,897","71,63%",13/09/2012
12172,EPITÁCIO PESSOA,,"411,69","295,22","71,71%",12/09/2012
12172,EPITÁCIO PESSOA,,"411,69","295,544","71,79%",11/09/2012
12172,EPITÁCIO PESSOA,,"411,69","295,868","71,87%",10/09/2012
12172,EPITÁCIO PESSOA,,"411,69","296,191","71,95%",09/09/2012
12172,EPITÁCIO PESSOA,,"411,69","296,515","72,02%",08/09/2012
12172,EPITÁCIO PESSOA,,"411,69","296,838","72,10%",07/09/2012
12172,EPITÁCIO PESSOA,,"411,69","297,162","72,18%",06/09/2012
12172,EPITÁCIO PESSOA,,"411,69","297,485","72,26%",05/09/2012
12172,EPITÁCIO PESSOA,,"411,69","297,485","72,26%",04/09/2012
12172,EPITÁCIO PESSOA,,"411,69","297,809","72,34%",03/09/2012
12172,EPITÁCIO PESSOA,,"411,69","298,456","72,50%",02/09/2012
12172,EPITÁCIO PESSOA,,"411,69","298,78","72,57%",01/09/2012
12172,EPITÁCIO PESSOA,"374,71","411,69","299,1030575","72,65%",31/08/2012
12172,EPITÁCIO PESSOA,,"411,69","299,427","72,73%",30/08/2012
12172,EPITÁCIO PESSOA,,"411,69","299,75","72,81%",29/08/2012
12172,EPITÁCIO PESSOA,,"411,69","300,074","72,89%",28/08/2012
12172,EPITÁCIO PESSOA,,"411,69","300,397","72,97%",27/08/2012
12172,EPITÁCIO PESSOA,,"411,69","300,721","73,05%",26/08/2012
12172,EPITÁCIO PESSOA,,"411,69","300,721","73,05%",25/08/2012
12172,EPITÁCIO PESSOA,,"411,69","301,044","73,12%",24/08/2012
12172,EPITÁCIO PESSOA,,"411,69","301,368","73,20%",23/08/2012
12172,EPITÁCIO PESSOA,,"411,69","302,015","73,36%",22/08/2012
12172,EPITÁCIO PESSOA,,"411,69","302,339","73,44%",21/08/2012
12172,EPITÁCIO PESSOA,,"411,69","302,662","73,52%",20/08/2012
12172,EPITÁCIO PESSOA,,"411,69","302,986","73,60%",19/08/2012
12172,EPITÁCIO PESSOA,,"411,69","303,309","73,67%",18/08/2012
12172,EPITÁCIO PESSOA,,"411,69","303,309","73,67%",17/08/2012
12172,EPITÁCIO PESSOA,,"411,69","303,633","73,75%",16/08/2012
12172,EPITÁCIO PESSOA,,"411,69","303,956","73,83%",15/08/2012
12172,EPITÁCIO PESSOA,,"411,69","304,28","73,91%",14/08/2012
12172,EPITÁCIO PESSOA,,"411,69","304,603","73,99%",13/08/2012
12172,EPITÁCIO PESSOA,,"411,69","304,927","74,07%",12/08/2012
12172,EPITÁCIO PESSOA,,"411,69","305,574","74,22%",11/08/2012
12172,EPITÁCIO PESSOA,,"411,69","305,898","74,30%",10/08/2012
12172,EPITÁCIO PESSOA,,"411,69","306,221","74,38%",09/08/2012
12172,EPITÁCIO PESSOA,,"411,69","306,545","74,46%",08/08/2012
12172,EPITÁCIO PESSOA,,"411,69","306,868","74,54%",07/08/2012
12172,EPITÁCIO PESSOA,,"411,69","306,868","74,54%",06/08/2012
12172,EPITÁCIO PESSOA,,"411,69","307,192","74,62%",05/08/2012
12172,EPITÁCIO PESSOA,,"411,69","307,515","74,70%",04/08/2012
12172,EPITÁCIO PESSOA,,"411,69","308,163","74,85%",03/08/2012
12172,EPITÁCIO PESSOA,,"411,69","308,486","74,93%",02/08/2012
12172,EPITÁCIO PESSOA,,"411,69","308,826","75,01%",01/08/2012
12172,EPITÁCIO PESSOA,"375,01","411,69","308,8261584","75,01%",31/07/2012
12172,EPITÁCIO PESSOA,,"411,69","309,166","75,10%",30/07/2012
12172,EPITÁCIO PESSOA,,"411,69","309,506","75,18%",29/07/2012
12172,EPITÁCIO PESSOA,,"411,69","309,846","75,26%",28/07/2012
12172,EPITÁCIO PESSOA,,"411,69","310,187","75,34%",27/07/2012
12172,EPITÁCIO PESSOA,,"411,69","310,527","75,43%",26/07/2012
12172,EPITÁCIO PESSOA,,"411,69","311,207","75,59%",25/07/2012
12172,EPITÁCIO PESSOA,,"411,69","311,547","75,68%",24/07/2012
12172,EPITÁCIO PESSOA,,"411,69","311,547","75,68%",23/07/2012
12172,EPITÁCIO PESSOA,,"411,69","311,887","75,76%",22/07/2012
12172,EPITÁCIO PESSOA,,"411,69","312,227","75,84%",21/07/2012
12172,EPITÁCIO PESSOA,,"411,69","312,567","75,92%",20/07/2012
12172,EPITÁCIO PESSOA,,"411,69","312,907","76,01%",19/07/2012
12172,EPITÁCIO PESSOA,,"411,69","313,247","76,09%",18/07/2012
12172,EPITÁCIO PESSOA,,"411,69","313,247","76,09%",17/07/2012
12172,EPITÁCIO PESSOA,,"411,69","313,587","76,17%",16/07/2012
12172,EPITÁCIO PESSOA,,"411,69","313,928","76,25%",15/07/2012
12172,EPITÁCIO PESSOA,,"411,69","313,928","76,25%",14/07/2012
12172,EPITÁCIO PESSOA,,"411,69","313,928","76,25%",13/07/2012
12172,EPITÁCIO PESSOA,,"411,69","313,928","76,25%",12/07/2012
12172,EPITÁCIO PESSOA,,"411,69","314,268","76,34%",11/07/2012
12172,EPITÁCIO PESSOA,,"411,69","314,268","76,34%",10/07/2012
12172,EPITÁCIO PESSOA,,"411,69","314,608","76,42%",09/07/2012
12172,EPITÁCIO PESSOA,,"411,69","314,948","76,50%",08/07/2012
12172,EPITÁCIO PESSOA,,"411,69","314,948","76,50%",07/07/2012
12172,EPITÁCIO PESSOA,,"411,69","315,288","76,58%",06/07/2012
12172,EPITÁCIO PESSOA,,"411,69","315,628","76,67%",05/07/2012
12172,EPITÁCIO PESSOA,,"411,69","315,968","76,75%",04/07/2012
12172,EPITÁCIO PESSOA,,"411,69","316,308","76,83%",03/07/2012
12172,EPITÁCIO PESSOA,,"411,69","316,308","76,83%",02/07/2012
12172,EPITÁCIO PESSOA,,"411,69","316,648","76,91%",01/07/2012
12172,EPITÁCIO PESSOA,"375,24","411,69","316,6483298","76,91%",30/06/2012
12172,EPITÁCIO PESSOA,,"411,69","316,988","77,00%",29/06/2012
12172,EPITÁCIO PESSOA,,"411,69","316,988","77,00%",28/06/2012
12172,EPITÁCIO PESSOA,,"411,69","317,329","77,08%",27/06/2012
12172,EPITÁCIO PESSOA,,"411,69","317,329","77,08%",26/06/2012
12172,EPITÁCIO PESSOA,,"411,69","317,669","77,16%",25/06/2012
12172,EPITÁCIO PESSOA,,"411,69","317,669","77,16%",24/06/2012
12172,EPITÁCIO PESSOA,,"411,69","317,669","77,16%",23/06/2012
12172,EPITÁCIO PESSOA,,"411,69","318,009","77,24%",22/06/2012
12172,EPITÁCIO PESSOA,,"411,69","318,009","77,24%",21/06/2012
12172,EPITÁCIO PESSOA,,"411,69","318,349","77,33%",20/06/2012
12172,EPITÁCIO PESSOA,,"411,69","318,349","77,33%",19/06/2012
12172,EPITÁCIO PESSOA,,"411,69","318,689","77,41%",18/06/2012
12172,EPITÁCIO PESSOA,,"411,69","319,029","77,49%",17/06/2012
12172,EPITÁCIO PESSOA,,"411,69","319,369","77,58%",16/06/2012
12172,EPITÁCIO PESSOA,,"411,69","319,709","77,66%",15/06/2012
12172,EPITÁCIO PESSOA,,"411,69","320,049","77,74%",14/06/2012
12172,EPITÁCIO PESSOA,,"411,69","320,389","77,82%",13/06/2012
12172,EPITÁCIO PESSOA,,"411,69","320,729","77,91%",12/06/2012
12172,EPITÁCIO PESSOA,,"411,69","321,07","77,99%",11/06/2012
12172,EPITÁCIO PESSOA,,"411,69","321,41","78,07%",10/06/2012
12172,EPITÁCIO PESSOA,,"411,69","321,75","78,15%",09/06/2012
12172,EPITÁCIO PESSOA,,"411,69","322,09","78,24%",08/06/2012
12172,EPITÁCIO PESSOA,,"411,69","322,43","78,32%",07/06/2012
12172,EPITÁCIO PESSOA,,"411,69","322,77","78,40%",06/06/2012
12172,EPITÁCIO PESSOA,,"411,69","323,11","78,48%",05/06/2012
12172,EPITÁCIO PESSOA,,"411,69","323,11","78,48%",04/06/2012
12172,EPITÁCIO PESSOA,,"411,69","323,45","78,57%",03/06/2012
12172,EPITÁCIO PESSOA,,"411,69","323,79","78,65%",02/06/2012
12172,EPITÁCIO PESSOA,,"411,69","324,13","78,73%",01/06/2012
12172,EPITÁCIO PESSOA,"375,47","411,69","324,4705013","78,81%",31/05/2012
12172,EPITÁCIO PESSOA,,"411,69","324,471","78,81%",30/05/2012
12172,EPITÁCIO PESSOA,,"411,69","324,471","78,81%",29/05/2012
12172,EPITÁCIO PESSOA,,"411,69","324,811","78,90%",28/05/2012
12172,EPITÁCIO PESSOA,,"411,69","324,811","78,90%",27/05/2012
12172,EPITÁCIO PESSOA,,"411,69","325,151","78,98%",26/05/2012
12172,EPITÁCIO PESSOA,,"411,69","325,491","79,06%",25/05/2012
12172,EPITÁCIO PESSOA,,"411,69","325,831","79,14%",24/05/2012
12172,EPITÁCIO PESSOA,,"411,69","326,171","79,23%",23/05/2012
12172,EPITÁCIO PESSOA,,"411,69","326,171","79,23%",22/05/2012
12172,EPITÁCIO PESSOA,,"411,69","326,511","79,31%",21/05/2012
12172,EPITÁCIO PESSOA,,"411,69","326,851","79,39%",20/05/2012
12172,EPITÁCIO PESSOA,,"411,69","327,191","79,48%",19/05/2012
12172,EPITÁCIO PESSOA,,"411,69","327,531","79,56%",18/05/2012
12172,EPITÁCIO PESSOA,,"411,69","327,871","79,64%",17/05/2012
12172,EPITÁCIO PESSOA,,"411,69","328,212","79,72%",16/05/2012
12172,EPITÁCIO PESSOA,,"411,69","328,552","79,81%",15/05/2012
12172,EPITÁCIO PESSOA,,"411,69","328,892","79,89%",14/05/2012
12172,EPITÁCIO PESSOA,,"411,69","329,232","79,97%",13/05/2012
12172,EPITÁCIO PESSOA,,"411,69","329,572","80,05%",12/05/2012
12172,EPITÁCIO PESSOA,,"411,69","329,912","80,14%",11/05/2012
12172,EPITÁCIO PESSOA,,"411,69","330,252","80,22%",10/05/2012
12172,EPITÁCIO PESSOA,,"411,69","330,932","80,38%",09/05/2012
